lang	filename	speaker	gend	item	inform	itemdur	f0md	f0mn	f0sd	f0hzq05	f0hzq95	f0stq05	f0stq95	f0strange	intmd	intmn	intsd
Austrian	F03_T1090_ch2	AF03	female	11a	inform	11.625676786035626	213.6989172151156	222.3788908069452	30.527602692224917	191.80330637385933	283.94115949683953	91.00179661696659	97.79296283634609	6.791166219379505	58.720707260040385	61.80180010607504	10.334632103591261
Austrian	F03_T1090_ch2	AF03	female	11b	pol	20.78210124414818	204.5650833377468	211.8182592578733	24.271619753640334	186.177453639469	263.7088318229383	90.48641472865908	96.51362270684236	6.02720797818327	52.8935431025571	58.71681644809265	11.044152906252142
Austrian	F03_T1090_ch2	AF03	female	1a	pol	15.327776896958483	202.04682718058487	208.49380286305203	21.92259271398199	187.11935393853784	246.16296798577957	90.5737797036142	95.32162642084823	4.747846717234026	53.56301673784486	58.14894458576973	10.99314191336577
Austrian	F03_T1090_ch2	AF03	female	1b	inform	14.636367230007465	204.88501618138122	209.6117544480674	19.942523483528902	190.26789204811408	241.68283602114545	90.86265906376323	95.00364290606502	4.140983842301793	55.382066174897155	60.07887478666287	11.609787588751688
Austrian	F03_T1090_ch2	AF03	female	2a	pol	10.645718729228065	212.38813053239883	214.84281525713368	14.980142624995471	196.08493257485873	243.9427910626059	91.38401836448004	95.16478808266686	3.780769718186818	55.20275633279918	59.78675570384429	11.503133084169262
Austrian	F03_T1090_ch2	AF03	female	2b	inform	7.026875080922537	238.69997592574848	237.64039991882342	22.42497595417378	209.35693691407405	262.70644670817813	92.51784693900466	96.44769315345954	3.9298462144548836	58.76241716056134	61.41481726740764	10.656279595294613
Austrian	F03_T1090_ch2	AF03	female	3a	pol	5.790759092317444	198.348292223678	204.5160738806547	23.63381778438514	181.75240505032846	258.8168305202463	90.06996490380303	96.18934840622536	6.1193835024223375	56.16611469717187	59.563876087492005	11.76474165303671
Austrian	F03_T1090_ch2	AF03	female	3b	inform	4.231900214593111	265.0463599418704	266.9782459806452	24.226786084360768	226.06256197603565	309.2545700742803	93.84693483166538	99.27180504458954	5.424870212924162	58.65244889076486	62.528323351405405	12.84290337397285
Austrian	F03_T1090_ch2	AF03	female	4a	pol	17.464468326051247	196.16856873557634	202.2729393117807	19.5828479001681	184.96498284530466	237.58535767624969	90.37330019623718	94.70762000163442	4.334319805397243	53.540527164872216	58.503799843185824	10.485077269742833
Austrian	F03_T1090_ch2	AF03	female	4b	inform	15.179150281951365	220.42344751873398	230.06242813123419	33.279736068792424	193.20110828330473	295.8921568576788	91.1275094085738	98.50704196696934	7.379532558395539	56.869233614450266	61.84438173487475	12.525860028468577
Austrian	F03_T1090_ch2	AF03	female	5a	pol	14.711106018586065	207.98716169947332	209.80903531607464	16.57359635917641	186.72568658551663	243.79068808498667	90.5373175013975	95.15398987307023	4.616672371672735	57.3976090049551	60.91379608499622	9.989133328332127
Austrian	F03_T1090_ch2	AF03	female	5b	inform	13.033153643118567	201.01025853379932	204.66652973488019	15.980350424501099	184.3142144514752	232.8241704633487	90.31228229599797	94.35716134311664	4.04487904711867	54.131601274607696	60.392747925274094	12.749834282310164
Austrian	F03_T1090_ch2	AF03	female	6a	pol	7.252397819830776	201.00275868578814	209.5820826052439	25.87820806872817	184.84444011139098	280.4897307822729	90.36201140623898	97.58162563464798	7.219614228409	56.56528268839469	59.01508548895295	10.251114181198172
Austrian	F03_T1090_ch2	AF03	female	6b	inform	15.941431503601734	201.372607619042	208.47104946836117	24.02983576102717	189.87296955584665	253.599195605296	90.8266885347749	95.83687628443153	5.010187749656623	53.608976257483235	58.63122686175724	10.833261586308591
Austrian	F04_T1096_ch2	AF04	female	12a	inform	11.80873090088366	222.01591787593787	223.51192455313816	34.76088652716801	184.51450613081798	275.840660919758	90.33107690911727	97.29229535714518	6.961218448027907	53.88570977187795	58.8005545147798	12.09629676949613
Austrian	F04_T1096_ch2	AF04	female	12b	pol	19.498265761691584	208.28945161804296	209.5362914276587	24.893820007867266	180.96335362116827	249.0494469900007	89.99464512664196	95.52346076771207	5.528815641070111	51.78374047758544	58.43394309518864	13.12142356634871
Austrian	F04_T1096_ch2	AF04	female	 	pol	36.9536946916935	210.05385870326415	221.17167716308415	32.60627455054319	185.46685671374837	283.01188305706853	90.42021021637059	97.73621632612031	7.316006109749722	25.741468826213083	38.372979780349105	5.960713477400505
Austrian	F04_T1096_ch2	AF04	female	11a	inform	14.021980840007643	210.03878440399555	212.21809514994365	30.40032943096094	174.98231670072096	271.8352564305869	89.41278386129903	97.03906243143979	7.626278570140755	54.389220112866504	59.91478771812105	13.23383205889691
Austrian	F04_T1096_ch2	AF04	female	11b	pol	17.345752865733175	202.8983794092407	206.4149150404358	22.421841854819977	178.9691696832061	246.3841724956011	89.8028027776102	95.33718918846756	5.5343864108573655	50.998719885882025	57.76782403339395	12.779617961380131
Austrian	F04_T1096_ch2	AF04	female	1a	pol	13.132042194962878	195.0739491058941	196.26056662584978	26.787284764660516	173.07616470241558	239.03792280762192	89.22315299092683	94.81308473867779	5.589931747750953	53.645617334208836	56.36806233402712	10.609048253924092
Austrian	F04_T1096_ch2	AF04	female	1b	inform	7.167689786497647	231.1908947086075	226.94260801943312	31.31102368735967	187.60777725330917	267.84526348875295	90.61854799424067	96.7830673517654	6.164519357524725	51.62340437533871	58.22136571753753	13.419577812628619
Austrian	F04_T1096_ch2	AF04	female	2a	pol	8.844278080384015	209.93595072873714	213.5221336520672	22.07441490580166	190.11954897503156	253.5249569099838	90.84915472802405	95.83179708590586	4.982642357881815	54.334003534401575	58.2742160070095	11.442524988012183
Austrian	F04_T1096_ch2	AF04	female	2b	inform	7.997560075686124	200.768551259683	203.04496195840395	41.86796346780011	103.56576619613595	282.3246338889398	80.33284013002151	97.6945344166591	17.361694286637587	53.834581938505735	60.36781486206959	11.399081893307327
Austrian	F04_T1096_ch2	AF04	female	3a	pol	6.392276253547834	201.73303814239225	205.750294578779	25.66951309930003	182.23108143446103	250.3077454233636	90.115498564888	95.61043524740501	5.494936682517007	51.87797145486553	54.344382659005916	9.701067908028786
Austrian	F04_T1096_ch2	AF04	female	3b	inform	2.867866603595189	240.30311531512734	231.52627717142587	32.66705332739461	177.17547368848406	276.7509517383168	89.62841363834336	97.34929401549715	7.72088037715379	55.32718647697304	60.335502188212345	10.10129437228507
Austrian	F04_T1096_ch2	AF04	female	4a	pol	7.344624408704021	196.18034104666526	196.465546828905	24.850699491143807	176.9356085400725	237.2102875252137	89.60496709366967	94.67937614099796	5.074409047328288	51.54857020977819	55.03101795248871	9.527440463091652
